id,text,hash
696,To make more earthquake proof buildings so people wont get scared to go back to work and will feel much safer around the central city.,e8d094579319d46b753ade41f673df4131598d3111da197e70182fa8eecd297f
697,"unless the CBD has mid rise (10 story) buildings, we will end up with a sprawl of 2 story buildings that go on forever, like Auckland has. A high density centre is necessary to make public transport work and to provide enough customers for cafes and shops",f848c545eadb754a3b7f2a9a088cf03f6d894289da13b4ac0914c15b1b00a7b9
698,"Obviously our buildings need to be designed for earthquakes and the land checked properly. I don't want a height restriction, places like in London where height restrictions were imposed have become uniform and boring. It is better to have a mixture. I would like to see 2 level shopping, with offices above up to 3 or 4 storeys with the odd 10-15 storey high building.",b10117bf58946d7e217c81a276b2c8414629346eb92468faecddf169ad0b2aa7
699,"Some new architecturally designed buildings would be nice to give some uniqueness to the central city with interconnecting malls and market streets. Some roof top green areas would be nice too. More plazas with nice water fountains and features would be good, with feature lighting to brighten up the city",8360f5d4a0e84d9f8b43d24894b96cc9528377e656724976d86a895f8d7f2470
700,"The originality, good looks, and practical functioning of the city centre will also be what will attract tourists.",a7fdab212ee6c7548cbb78f04f44cf733269aada257d7406ca1c27e9daa85eb2
701,an attractive place we will be very proud of again,ae622e0cd2c8ae4b2b34dd63344cd085c8a65617b5b890ea7f0de67cd7bccdf1
702,"Please, please, can buildings have some interesting features and ornamentation? We don't have to go Gothic, I love the HSBC building on Cambridge Terrace that uses colour and curves for interest. I just visited the University of Texas where even the newest buildings have pleasing design features that help them blend with the Spanish / American features of the old ones. One of the lovely features of the Arts Centre is its movement between spaces, and the colonnades, and changes in height, why not more modern buildings using this approach, not cubes and rectangles?",573eff87684bbd3a4917ad58b3b579dc1f87763424452eab1bf08023ea9cc6ed
703,Keep the buildings low rise & lets lots more natural light in to the city perhaps set back from the street frontage a little with green areas,cefd86031b96df2bf5040f2e054d9059e957cf04fb552647df15ba7239adf00d
704,Low rise with courtyards & greenspaces.,057bffb1546050ed7356a7f2a2c7a9365eaf0ed865f9bd1fdb8b4b46d0882e10
705,Buildings stepped back from footpaths with green space / gardens and seating. No car parking in front of shops.,e2edc1f73e04b84be13972265afd4e8183465a81bc34e61be251a1c816c13121
706,Heaps of space and greenery between buildings.,09e1d24125aeeb40b56c7eccc0544a4aa73d07642f19bb272bbc8f17a707b1a1
707,Some interesting pieces of rubble such as Victorian facades could to be placed in key positions,0166aed32a058280f042dc24b216fc00a73aafeb3911319aee4dfbd3d043ee61
708,"I don't want Calder Stewart style prefab concrete shopping buildings, these are simply ugly and have no place in a public space. Leave them for the industrial estates!!",37dee9486878d066c23bbd6fe6b96e2802d8ce4f8414a2f8b3218367d72e675a
709,"low-rise, open spaces that can cope with future earthquakes",84a47763a93b7e52437a86133fe4ddafe4354281a4641d4c2598d14da5020bcb
710,"Follow Japan with quake safe technologies in buildings in the inner city because this will continue and have to learn to live around it. Incentives for builders, tenants in the centre city especially in green, quake safe technology.",94c79af3394bdc58916fd4e8b6b08378f24b1942e82aae1d420179527575041e
711,"I feel concerned that CERA et al may not have a great deal of control over the finished shape of the central city because we have been told 50 % of building will remain, and I would think that the demolished buildings will be replaced by landlords who will have their commercial interests as their prime motivation.",09b348165300f1874e6e5850f91b6090ed51805748e75cd7018697c0fa905e01
712,"I'd like to see something in place to prevent the rebuild being a bits a, where the buildings complement each other and are energy smart.",2c4c69d099186d80d3da8497109012a11293c528efb2180916a498392489dfaa
713,Accept central control that stipulates cohesion with the overall plan,484e0941d763a7fd74b5ece9301088b6804bbebb5de706a3cf72d6596b9dc508
714,"I want consistent planning so we create a beautiful space combining life, business, the arts and which attracts visitors from the suburbs",3e604a639f1be27891b9f50040ede9cfb08118a095804e0606ad659098ed7cc5
715,"A simple combination of retiring a portion of the section to green space and controlling building volume, would create a mix of building shapes, height and styles, intermixed with green.",a6d643e360258ed9d14971fb52489f507a65d49b0abaa1115340f1b3ca0e1c19
716,Rescue / repair only iconic buildings that contribute to the vision of Christchurch (being old is not enough). For example keep arts centre because it provides quality spaces for people to recreate in.,9d33aee482d42aa6b0bbe36c7e17ba998fe00053cc290c925bb42fddfa37e30e
717,"Rebuild some of the iconic heritage buildings, like the Arts Centre. Learn from what Dresden did after WWII. Don't run away from the past.",804140a1c3526c390ce53785e8b11da11f10de437a8796563c52e628762b96ea
718,"Key buildings (cathedral, arts centre, museum etc) restored and future quake proofed.",93609232c49c064027eca562f7301aa4898a007fecb945cd6d8484a3b6ff4c57
719,the square and roman catholic basilica and provincial chambers.,9b6aadc8db47ea452df267303cfd37a1bd903e24754be1ef8a0025e6a1c23bf3
720,"main heritage buildings restored – Cathedral, Basilica, Provincial Chambers, Art Centre.",d016316a8793b18479fa45884aa09ca42f96d5f359e4a9b98125b32d9551ddfa
721,"The Dux De Lux on the corner of Montréal and Hereford Street. It is a vital part of attracting locals and tourists back into the central city, and is a cultural hub for all generations in this city. Don't let Ken Franklin throw the Dux out from their internationally recognised iconic site.",92ccb4f53f6fb30c379355047e026c806d1e6dc892776f218869e4febf5ac047
722,"The art centre complex first and foremost, I feel it is the cultural heart of our city. Spent plenty of time there and miss it greatly. The cafes also especially Dux De Lux – it wont be the same if it has to go somewhere else.",effb2861e485fdeae18cfc572d0e7f4a695f83a7fece6b17a0ad29c6df796777
723,Make arts centre trust board allow Richard to reopen Dux de Lux. The city needs it now.,d059e08650eee727f6d5406bf67abbec55170782e032310991eddaaf18a10b65
724,"demo all cbd buildings and start again 3 levels same as art gallery make new heritage with a few old eg cathedral, arts centre, museum.",9e08dfac059e770a0aae4490a7a2e00796d4fe3a1c8ad412d3be96ec7631d829
725,I want Modern Arts centre to compliment the existing Art Gallery. We can not afford the money to restore the former.,5b3d6eaae33daa2be8c98a65f2e3690b0c48176366788421a91d4b6346e89247
726,"Apartments to house the people, we need people living in the central city to help create the vibrancy.",213212c8807fe652f982446ee5960c75ec56a3c4c9d7e28d9613ab5139abefae
727,"I would also like more buildings converted to apartments. so its not cupboard like, and so the centre city is vibrant & full of people",9e985583a82a2220985bd0ff8c922d6c1de00b1abf4423b4555519009215b0b5
728,I don't want slum-type housing areas.,70c610ca9875791ec27041db462c65001d0e8cfdc488f0b5476d81a20c4c4bf7
729,Low rise buildings with more residential apartments – no more than four stories high and with open green spaces that are shared.,897a54706bf47a1b1bcb74be6581ad8e1fe7da89f15248bce7edb7c13f36cc5f
730,"Apartment blocks are needed, but done with care and sustainability in mind. Low rise, maybe two or three storeys, with courtyards and green areas.",1142f247ddb6c0749ab6ce0bceeb1072fbea55a02c0d836bf132abcd54f3879f
731,High density housing built around squares / green courtyards,11987e4498475ae82336bd1e62d9a244d74a5f5422bfa883bc0ecc4d24981854
732,Affordable inner city apartments with adjoining parks and gardens.,215d974dde7ba2f6e561d295572969fae6ecfcf7fd4d7470fb3edfbaa48452d3
733,Allow 35-40m2 1-2 person apartments to be built in blocks of 4 on L1 land in place of 1 large house.,e6cd065ab1eaef4e9bc195428b4715ce2c0dc5cebce1f67ff6cf0f0967e8b68f
734,Student cheap accommodation in the city area to encourage students to live there.,03e4bee63fa581332f6c95d0f6dc3f980e95f69c64189beec61592e3a5a2181e
735,"Architecturally designed student accommodation with water features, grassed areas and granite sets used for paving and pathways. Design a city that our uni graduates will be proud to work and live in and one which will encourage them to return after their o.e. Bring our young people into the central city.",fcd56d2164c52a230d2eecd7471d1e19523cdcd1c55d109a9f3df412ee748f26
736,"Look at encouraging youth students accommodation around the polytechnic and housing for university students and a tram to access the university, Riccarton through Hagley Park.",9237d403fd600746cca1be63feb691db3752cd74ee92cbddae09fd8da6ef8f51
737,"4 to 6 story high, mixed use built space",27d6e551134a67268be2f009acc50667df134d709750d42ada3856cc52a4ec74
738,These spaces are edged by low scale mixed use buildings at ground level galleries / retail / restaurants and cafes. Above ground level work offices / studios (live / work units) and residential / hotel accommodation.,55601099c202c9eaa69fc41b0f2fd3739314498ad5d06636d365cb5135e191f5
739,we would if the housing was affordable and there was space around.,6675c09bdc2d2efbe9a946550243a9a2a8d44bc052dd2f55e299590e51605282
740,"Mixing up social types of housing is also a good idea. Fundamental flaws are the lack of education and other facilities for families. Increase number of central city services, e.g. schools, public spaces, family / pet friendly areas, medical (people / life etc).",4b229493144db2ce07f2856b6c8880e48351c65adcebcd35708cf63461781055
741,Low rise buildings with garden spaces linked by bridges & air bridges.,0e4de949ce3c912799e1d0dbcaea618f8d13b94324b48d17fe2c3d0369c00526
742,"Colonnades on pillars on all road frontages in the centre, all at same height, with footbridges across streets at first floor level.",141fd5f85c8aea0c4bc717319846150627f1fcded6a2e776f0758a658cfa140f
743,"I don't want Roads cutting across safe cycling and walking routes. Bridges could be built for roads to cross over the river, without disturbing the movement along the riverside.",e3251eb9c95203b15c2877d768f903c20e9b218cc4041380f254ac2b82903e99
744,More bridges over the Avon river for better access within tow / central suburbs.,e0778ef7070a3419eac56901abdc049d8f5a99444a69dc2bc1cfeadcdd745bec
745,I think the new central city should have a swing bridge across the Avon river and in the middle of it there should be a flying fox for which you can jump onto and drop and go all the way to the end and pull the rope back up.,ed17d4755c7d05c8b13b77e391c25073ccce7df2ed8e2d313b4e7ae0a6682515
746,glassed floor bridges and spaces over the river.,cf7e6695ab95e71ef208fb2b358a319386bce53b1382f09a903cbefe3b8784e4
747,"A totally smoke-free central city. If we're not brave enough to try that, how about smoke-free zones around restaurants, cafes, and bars?",d27a7514e02d0bc0b4024c22ceea243a56fb9e386c0d4a93dee255edd21b4473
748,"need eclectic, creative small enterprise in the central city.",20c5bbb47ff11c344b857fdadcb825842720de27c2d5797e4692035ef06e388e
749,No more eyesores such as the Farmers car park in Vic square or the Rebel sports monstrosity.,a6c96935c5f96dedab36b27e10175211bf248a61dcebeeaeaa137aeb71f2cacb
750,No distribution warehouses in the central city (you listening Canterbury Brewery) Use compulsory purchase orders to deliver a vision,a657b5556c41a9af9f618a852cc8dbb1a5818ea55cb85750a3b4cbee075d12f2
751,"within the 4 avenues should be things that service the public directly, a brewery warehouse so close to the park, river, and hospital does not.",c52e22afb58a11d559085b4135ba2bfe2eee319aaa68b8b7b04d56c161867398
752,I miss the ease of ‘ catching up with friends and colleagues somewhere central and where to go and how long will it take?,b958b9c10ef03fa01b822183dc12af8b38e13d7bfd2e544715a747642e8b7fb0
753,"I want town to be the same as it was; vibrant shopping, places for socialising, central meeting points.",9758808d1a4e85ac47b04492cc2f759f1db168c3b7ca590f32f587eda59aff87
754,More places for youth to gather in a safe environment.,c0993a55fe05fee625f9e839933225ca9dfc92b5bfbd8d3906606e4a1900a2e3
755,"Community areas to gather and meet, hireable spaces – community support to answer queries, security concerns e.g. city hosts; identifiable coats to ask.",0d4e64e6071e1768e8069e1bbb491e30fb4a37a925665bc10fa78ebc6ab81c12
756,Bookable meeting spaces,f4ed915596bf869224273680a89dfc4be3c57997bdca10edc857d92915d1a121
757,Cashel mall & adjoining areas with retractable roof that cover the whole street for bad weather.,06ecc143add5801807b0c835855eb76bbffea1521f22668d9363d67a3e139c25
758,seating covered lanes linking retail shopping areas to create a village atmosphere.,1b2763b13b5e421d142ef0464acc6e992c5d76e726416cc3dc126887f6be3eb6
759,I want Places for kids that are from 10-15 to socialise and meet new friends.,0dc5d27cf0abc4f9226a9abb4bf2c0ae1c7ffed8e928365eee9a71c7421735af
760,A place for teenagers to congregate that will be attractive to them. Older people who often feel intimidated by large groups of young people.,168322dac681c7134733bf0d0bf9727b464c66d21c3b50271bf38f7446ddf165
761,"I think that there should be a place in which younger people (13-16) can meet up, have a chat and have some thing to eat. This could be like a cafe or something else. Just somewhere for people like me and my friends to meet up in the weekend and have fun :)",263b5006a1705fa594575dde219f6ec3611794a031a7e1c7b959d12ef2b66612
762,Places for young adults to meet and have fun without intimidating other users of the city.,85d25d934176335fc5c7d2e024fcd7f474eb4ee6f5e648d7e1fb79c0b86819b9
763,A bigger and better convention centre – this is a great opportunity for Christchurch to increase revenue from conferences and corporate events.,a47c3af7ca84b6dfafd050b750080de768ca42d18aec5b886bdfc010327e3563
764,An international quality convention centre with conference facilities to attract worldwide meetings to Christchurch.,f764094acc344b92cfa22b36f2e4936b584b6168b9587be19971f353f8f27620
765,Ensure some areas out of the cold wind and design for passive solar heat retention!!,e91484138e52f1f41105434004cd45a00e75bf5d0d94c2632e418346d156db17
766,Place buildings with 5 star certified green buildings – all low with lots of natural light and green roofs.,55bcffe9e67b29a0b9817daea23132de8c03c2340fd6cc7c60cae3b1a883a15e
767,"Low rise apartments with solar heating, really well insulated shared communal play areas, walkways linking them to parks and other family amenities.",9bc4f898105ad1b50a550e8b81839f90540ce2392254c1a934217c040c4c3bc1
768,"Eco city, water from roofs used for watering green areas and gardens",b0931672218a001ac8155b55049816c01f9b9dfb6dfbc250aae09e5665aa0e7d
769,I want all rain water re-used for irrigating green spaces.,f9befed71b96ec208d00ad2f7d9fe844dc3285bef9fa9336dc862c6eaf313512
770,More green space integrated with stormwater treatment systems (the Avon River currently receives vast amounts of untreated stormwater filled with various contaminants).,6e8c651d2a87c67b4c3287d32b7a31501ab9944a229303031b92ec228b11ae3f
771,All rain water re-used for irrigating green spaces.,6226b85c84b3bfb6a9805ac2f9dc51ae989cf585c85e3731e1835876742bed13
772,Solar powered lighting in the inner city (businesses receive tax or rate rebates) for contributing to lighting public space,bb5078a0744d4697e82136e06bab6d366be41d40dde9b630f852c1bbd36d7509
773,Think more than central city. All new houses should have solar water heating; & rainwater and / or greywater tanks for toilet and garden use.,6f8637f29d6810154367b5d06f80acef880da30ae47a7030cc9fd6288c1a4bb6
774,"For the central city, reduction in motor traffic will improve the air quality.",13d32100ebe065d4131582686c4f9e75043ca237e0e57955fbcfb736b609f91d
775,"Make the city more environmentally friendly; more public transport, public gardens / parks, more bike lanes, use eco-friendly materials etc..",8d40551c2228e7e5981e2628f59de431c80c073825b3b63b8d7ccc5ce6442dbf
776,"Resort like Accommodation for the Tourists intertwined with the Avon River, to keep us beautiful Green & Attractive for Tourism to Prosper.",481514404f90d8f124ea9cb5ebe72885d4bbfd46eec851e0b1716cf25935fc3a
777,"Use renewable energy solutions for every rebuild that takes place, make Christchurch the clean, green paragon of progressive development",9a4c693f89ee1a73508453d601af8d34b83679a9c09bc683108b4f73421e1b10
778,"Another huge issue we believe needs to be addressed is the lack of rubbish bins in the central city and surrounding suburbs. We realise bins were taken away to encourage people to take their rubbish with them, but from practical experience gained from conducting numerous river / street clean ups, this philosophy is clearly not working. Also the lack of specially designed bins that can take recycling and cigarette butts in the rubbish bins or having separate cigarette bins beside normal bins is another issue we feel should be dealt with. There are so many cigarette butts littered on Christchurch streets; this isn't aesthetically pleasing and has an environmental impact as the chemicals leach into the waterways and affect the fragile ecosystems. Other cities in Europe have rubbish bins with many different slots for recycling and cigarette butts.",393ef17f50c8b81219effd3270503425c14c97eb9c72034783f290c04b29cc8f
779,Park and ride – places to park outside the city centre with regular green energy efficient buses to take troopers back and forth,95e58d50ef9b989e673ff6dea4f2ff1ec586db983c983f20c916a688bae0c03b
780,Only electric buses & trains in central city,756a317c993412d187c81717631aa9a01689f38778d8616b2463e37d1ff5b6c1
781,"Better looking public place, recycling station",fd38658f00ef1c8d883348417f6877ee48f4195b91adb89a63d2ce94aad4d4a5
782,Have low rent commercial / shop spaces so businesses that were lost in the earthquakes are more likely to attempt to open.,7225a7b248711bc9d4b7ca3531a41522323dffd1bbdc3f8feff6c0a5b0b1a74d
783,"Make sure there are small, low-rent spaces for the quirky micro-businesses that give the city character and are never found in malls.",1e171439986274e3793918339d39a1ce44fa58e5f210f80c7533b70f368d4923
784,Have a business areas where self employed people could rent space and work in a community environment and share resources.,edf0281c90b256759b9a3a9337c211a1c7ed1f0642e80948f1a36f31d27945f5
785,"Business returning en masse will be a small miracle, so there will need to be other reasons to congregate. It will be full of people talking and sitting, a place for people to come together, in an unstructured manner, more like a bar or common room than a concert hall or theatre.",fe20d0d30c54fcf145c88f259c60daccbce24e03d3353131e257867de14e36aa
786,A potential conflict in this area is that some want international businesses some no multinationals. Possibly international business but no multinational retail.,84be74557b6802ce86e0d9c6d6d2bc9d7ab8759c155f67e7745be39a28595a3e
787,I think many spaces (and buildings) should be left as long-term spaces for temporary projects. Land owners should be given rates holidays if they give over vacant sites and buildings for temporary creative projects.,b183905b239343442bac01dcfe08ea68075e220212f252e37b41469845ad784c
788,"Council flexibility on the rules for a set limited time, say 5 years & allow temporary hut type buildings in the empty spaces while they are needed. Precincts where like businesses cluster & people also live, giving a more villagy atmosphere Covered market type spaces for everyday use to make retail business more flexible until the city gets established.",74f7fc23dc51a554151964c36c0ace9752811422e49216830aed2c4361f71e7d
789,Rent free spaces for pop up shops / cafes. Boost the space filler initiatives.,54fcb0313d3797587f2b1b817f398fe0ff4ef255068a035087655d647cb18405
790,Reduce the number of zoning classifications for central city and business zones to create fewer city-wide categories. No special status for the central city and no premiums charged on rates.,e36e838aa169d2927722520b56984811b83c67afe936a49fd5c1e3142e4d83b4
791,Amalgamate titles of city blocks; clear sites 4 storey buildings with space between them.,837fca899b30c02f699b0486906600b86f9919966b9a9de0502c84b9e89bdb13
792,"Matters such as building heights should be driven by market forces. If the owner builds to new code requirements, and tenants are willing to occupy the space, then that should be the determinitive factor. Taller buildings give a city credibility. We will not attract big business, and importantly, investment, to Christchurch, if it looks like a large scale Ashburton, or Canberra. Most CBD properties in Christchurch are owned by high net worth individuals. They will invest elsewhere if they can not make an adequate return on their capital. Without them, the CBD will quickly die.",f26eea15e4ffdac3b906cfe6a3be0509f001174ef91d2e2d1d9cc15de9ecb401
793,"Land and buildings in industrial, business, central city and residential zones to be measured and monitored on a comparable basis by way of a productive land-use monitoring unit i.e., whether vacant or in use, quantity of greenspace or provided on site, how long vacant, potential interim uses after period of disuse. Penalties to be imposed on owners of sites who engage in purely speculative land-banking (and demolition by neglect) where temporary ecological, cultural or social activities of value to the city could be carried out. Financial incentives to site owners who forego revenue from parking lot development to enable such alternative uses.",ae70ef239fb08b4aa80f161157380bca8199a08fdca768f80dbcffb8dc5ff59b
794,"Do anything possible that could INCENTIVISE developer to create buildings of merit, tax break, rates reduction, area concessions etc!",33d556dcad187a6819fef02bbe6d0f0bb01e464c1346a504083c3620d7d54dd7
795,By 2020 a new or retrofitted building in Cathedral Square will host New Zealand's first Centre for Urban Ecology which explains how Christchurch has been affected by natural processes and how it has adapted to such events in order to harmonise the needs of people and nature.,837a3e536fe90b0d6743d0063760be6b9e6698ac1783fa9869b640a8cf4f82bc
796,"The June 2011 Readers Digest has a very interesting article on page 72 titled The Future of Farming. It is actually about growing food plants in cities by gardening on the outside of high rise buildings or in environmentally controlled buildings where the crops are rotated on a shifting elevatior system. With food grown in the central city this way, there is little or no cost in transportation. It sounds very futuristic and way out, but well worth consideration.",cdc6a9e24f98df4657f8abbdf1075bd544f2fe2f1ea9e6d317140ac53ffb1ed2
797,"I want buildings built in wood low rise organic and eco systems established at the beginning, building codes that show affordable eco systems to sustain our world, christchurch has such exciting opportunities. Lets be passionate and think outside the square for solutions.",ed7ec7e0766d3d68c289b966fc8dc5a44745c102b4d67f5d3e802f66e03e7634
798,"Science and Technology is the future for NZ. CHCH is the S&T capital of NZ and as such should have a science and technology hub in the centre of the city where Universities, Polytechnics, industry are able to show the amazing work that they do to the public. This hub should be anchored by a new National Science Centre which would provide NZ citizens access to the innovation that is occuring in our city, increasing their scientific understanding, exciting kids about the wonders of science and providing life long learning opportunities for everyone. It would also be a major tourist attraction for the city with visitor able to see examples of Kiwi ingenuity.",87c247dad0649f3b4376c0526abc81c6d5598b2f4871fd9cc017e2a9ea9504ee
799,Establish a research park that is adjacent to commercial hub to prosper a collaborative innovation community.,d8872b896b4520e4d87a166493302ba596e39a918d71974a8fde88ebcf31fb76
800,Reward people who are willing to take a risk and invest in new and better ways to take a risk and invest in new and better ways to do things that reduce the carbon footprint of the city – in the suburbs as well as the city centre.,9101d7efc39be91fec6a2b9812c8050006dc77c3908489e6d3607875044bd9db
801,"Collective ownership of city blocks. Individual owners of fragmented titles, owning 300 or 600 square metres each. Trying to maximise their individual return – building completely to their title boundaries. Should be ‘ encouraged toward a shareholding or collective ownership of an entire city block. A collective owned building – would then not need to build covering an entire block area.",7838cd6bbf69f4762ef5632fc5e5c726f63284067c5cec7eed9085d46a7b428c
802,"Dedicated orchard as a park. Give away fruit in Autumn. Cider & jam-making classes, and a series of novel retail and brewers alongside",803c496dadb5fc0929adbaab30f2df8cbf3418405f80308febcab533725c207c
803,"Snow park. Indoor snow park like Auckland has. Will generate money, tourist attraction for skiers and snowboarders during summer (and all year round).",35eb61318ef26227f5bcb8e8953b08e6ad9de139693c71b23cbfab4ea7062d3a
804,Entertainment spaces i.e. buskers / outdoor,2858c19503205812658efec912ddf4df057791e605038f38d6dce5ec8a58fd7b
805,"Accessibility – good public transport, park and ride outside four avenues, more cycle ways independent of roads, better bike lock up racks",b94ca3bf72b81cee48cda0ecf906c52c0b3eed48e45d1d9ea6001a3649190e07
806,"Encourage businesses to break free of traditional work spaces, give staff opportunity for access to adjacent green spaces during breaks, rooftop breakout spaces etc",8d3a0b6a7e423df9d01e210c0670f6a58cbc7b51b50c7f449e837114eb2b7c72
807,"Free ultra fast wireless broadband within 4 avenues. This will attract people, creativity and business to central city. It would connect central city to global community.",7cb0accc43b7efd96b9029a2023b51275d30c983286c42546faa97762e7d007b
808,Central city should have free wifi to encourage tourists & travelers to linger but on logging on should show a video promoting Canterbury,290461705a8ad6d99841ed8d1139676cb72a8606784dc965449cde15d694ca86
809,"I want Free to user, public access, broadband wi-fi, across the city centre (whatever that may be).",079756f9411e46cf06eb299382eaef556e7b9103debe7ad76515a092996b5c41
810,I would like more gardens and public space. Parks and gardens and free wifi around the city. nice shops and creative workshops and fun things for kids!,8c3afe1aabee364462f5b083248cf5818df11f170f7702f0738c42b4a601d6ae
811,"Offer tourist-friendly things like phone recharging points incorporated into public spaces so that backpackers and tourists can tell their friends and the world what a clued up, switched on cool place the new Christchurch is.",b79095e08453e5f8fea4c76ebb5545eb76174ef3839535c23904265a742cb74b
812,"I like the concept of several villages almost self sufficient. Also the idea of different land use hubs e.g. Artisans area, a place where visual artists can live work and sell products. Public transport only to the edge of the CBD suggest 3 depots then small electric shuttles around the streets.",319fde24ed4c54fa193eeccace4ea0aa8440fefa8eb077b44864abd09bdfa380
813,More affordable living spaces in the central city.,afffbc4142c2f2b14e8e811620c46bca8684b1325655d06474506cdf5b89f9c4
814,"A far more compact CBD, with precincts for tech, cultural, historic, retail, professional, surrounded by mixed residential & green space.",069e01b138e8aec2c35272476f26040b0424f5de0959d6cc7666392cc36632d5
815,The central city needs to be more confined in space.,66715973c7c419b445bdea6b7cf91c210bfa60eef1f1ca65308b43db448374ab
816,The central city should be far more compact than it was. three or four level apartment or 2 storey terrace house type denser residential accomodation in the CBD needs to be encouraged.,b489b9e00140ab6861aea1fb7b15d1431211e26a7e7f103e3dd5640906a89ac6
817,"CBD needs to be confined to area bordered by Montreal, Kilmore, Madras and St Asaphs-or smaller area",ec1535f5d2506e3c8eb2db3cfcd7321e75b221d0e3b79f495b82a6b7c1bb3c72
818,"Review & reduce the extent of the CBD / Central City Zone. It needs to be more compact (to ensure, for example, its walkability).",7a4bd7e20c4bdf18fa9a6812a203229090ad4e710a7a2f6019bd02fd95d1ea7c
819,I want much the same as what is already there but in a smaller space. Reduce the CBD to within the confines of the one-way street square grid and open the leftover space between the one way streets and the 4 avenues for higher density housing,b50de0fda84253a67e54556923d404312e17ae02782f4b8e35a0e96617ebb197
820,Open spaces for performance and entertainment. These will encourage people to come and live in the city.,fa521b78fe97c93a88d8f24faf98a3cd6fcf47ca2ded07845f1a1df6f61389db
821,"I want a vibrant city with a mixture of retail, commercial, entertainment & housing, A city market on the lines of Victoria market in Melbourne. This would bring the central city alive and make it a pleasant place to live work & play.",1ae4257582750d673a8dc02e2fc6fb04599b9ccc85835eefb042d1616be0a3b1
822,"Full of people, full of vivacity and people with jobs in central city. A beautiful place, where people choose to live and work.",818925ab9f32858650399d11aee71e8b9f030fdc8460d719fa14cbbf12883e97
823,"The central city needs people, life and activity.",46efbeb3c680cf037f750272709123d55f96b8f0b0c143982431327d9e017321
824,"People working and living in centre. Places for people to chill, resturants, cafe, NICE library, green spaces, markets. not bars / drunks",7ab0ac51c07ffb5ed40e683e6d8935a01ff36d237f211e88eb57b726ea308afe
825,A lot of comments regarding more vibrant living in the central city – generally creating more life.,6931ffe574f555ebb31757ffa40874ef4af5ddd04ec70f27e17993e12490c28e
826,Residential but also to allow access for families to live in – not the quarter acre but somewhere to sit and eat at home with easy access to green space outside.,82e3eb5ecee5ab96285a69659a3a84f230c88bc1574531e9aa68fa43f2a6c604
827,"A desirable place to live and interact, for young people, families and interested older people.",71df7bedfb15ef6d5903cd5cf140dbc65e2893709c982405d97b8ad0ca2fa0cd
828,"Instead of storage spaces, create living quarters above shops and offices. Inner city living is preferred by many young residents and keep the city lively at any day.",ceab9d97fc653235ad431315ef222281cacea46b84e67ae6487b5e3025a7782f
829,"One thing that needs to be considered if people are to live in the city is the problem of noise. Young people in particular tend to stay up later and let their hair down, and part of that is noise, which is no good if others are nearby trying to sleep. Perhaps the use of specific precincts like Sol Square might help with this?",e281e09461587b344dc90ee1aff087da6d93964420bc03d65dc44e518c592421
830,"Mixed use is key, retail, Hospitality at ground, commercial office / Tourism accom above with City living above that and lots green space.",aa3395b4fe3397be2be4d6bc000d632d7c5dcc9dcf1f70fe93e9d74d8f083ca6
831,the housing should be a variety from studio like new york to units with a number of bedrooms & in places terrace type housing.,efb424c9c7d164bb8aa111d08632d9dcc871e62ccca80f14f4b0082b13bba445
832,"A living space needs smaller scale, affordable options for buying groceries without using a car, for being entertained without travelling half way across the city.",b95ef7d7e35eaaad23919ba0677506d5501bcaa1a46b16a70f3f25d6f1198426
833,rooftop green space,fdcb537d03a5568d6c629a7a32b867fb6de64522b1c08bfd28090cc4b90b5c0f
834,"Central city living would appeal if I could shop, relax and entertain without having to use the car.",f1e55a06ae2d30110eefac72ffa00ae5ea4348a30e48d962e7fc9e9857f0712f
835,"There will be plenty of opportunities to work and play in the city centre but previously there were limited opportunities to access supermarkets without a car particularly in the north, east and west. They don't need to be large format supermarkets, and preferably they would be smaller.",d70cbb0f9aeb5225fdba6edb50be74618f04218759dd4b379f7290a1f0c35599
836,"green vibrant place were transport is first by foot, then cycling, public transport, commercial and lastly private. Without people living, working a and being able to get to and from the city we will not have a central city.",ce1f7da31da263132556911312c2e6b7dfd992ba319ff039f4a6035a8575e74f
837,"want Places where people can live and work eg small business like an optometrist where there may be only a couple of people working there. Have an apartment above the business. This way you use less petrol, better security, more flexible working hours, more people living in central city.",796c823b441582c6ed20aed739cda53f6a8bbe586233043be61e8779cc3bade0
838,We need to attract young people into the city centre to live. and work. Accomodation and transport must be designed to meet their needs.,1ba0debe61126ba0ac09bf07dff25b0228c1e831a9aa9a248afc0b72c844b516
839,use a place like victoria square for produce and food market market,39efedd7952fad0dca033e878a7084340f273007ed29c3d4ad72fa7dedbd2e00
840,We would like to see the Art Centre market return to the Art Centre market area or the Art centre side pavement of Worcester Boulevard (on a temporary trial basis from August 1st until the completion of the rugby world cup).,dd0b23049eb24958d400a156ff093a9335e61070a44190147c5b072148362279
841,"Mixed use development – more activity in central city in the evenings – cathedral square designed as people space, more like European and Australian public spaces with cafes / attractions to keep people in the square past 5 o'clock. Also creates a city that tourists will see as a pleasant and attractive place to stimulating the local business economy.",40f4b6ca20e85438f848a221cd9009699f9a41f6948f28bccb80b3998b990c42
842,People living and working and recreating there. A sense of place derived from small scale features rather than big overpowering structures. Lanes to explore and discover for tourists and locals alike. A sense of discovery for shoppers as well as other city visitors who are simply there to enjoy what it has to offer.,ac53df8e1442a40e060cf710d12cf9b6fb0452705def4da1267213f1c8295c6b
